Company: Organization Name,Company: Organization Permalink,Company: Industries,Company: Headquarters Location,Company: Description,Company: CB Rank (Organization),Company: Stage,Company: CB Rank (Company),Company: Founded Date,Company: Investor Type,Company: Investment Stage,Company: Number of Investments,Company: Number of Funding Rounds,Company: Funding Status,Company: Last Funding Type,Company: Total Funding Amount,Company: Last Funding Amount,Company: Number Of Investors,Company: Revenue Range,Organization Permalink,Organization Name,Announced Date,Transaction Name,Transaction Link,Number of Investors,Money Raised,Lead Investors
Xayn,xain-group,"Artificial Intelligence (AI), Cyber Security, Legal Tech, Machine Learning, Privacy, Software",Berlin,"Xayn develops Noxtua, Europe’s first sovereign Legal AI.",122474,early_stage_venture,114942,2017-01-01,,,,4,Raised,series_a,22793545,11854878,5,r_00001000,xain-group,Xayn,"Aug 9, 2021",Series A - Xayn,https://www.crunchbase.com/funding_round/xain-group-series-a--547d3d9a,3,,"Global Brain Corporation, KDDI Open Innovation Fund"
Xayn,xain-group,"Artificial Intelligence (AI), Cyber Security, Legal Tech, Machine Learning, Privacy, Software",Berlin,"Xayn develops Noxtua, Europe’s first sovereign Legal AI.",122474,early_stage_venture,114942,2017-01-01,,,,4,Raised,series_a,22793545,11854878,5,r_00001000,xain-group,Xayn,"Jul 23, 2019",Venture Round - Xayn,https://www.crunchbase.com/funding_round/xain-group-series-unknown--abcebea1,1,,Dominik Schiener
Xayn,xain-group,"Artificial Intelligence (AI), Cyber Security, Legal Tech, Machine Learning, Privacy, Software",Berlin,"Xayn develops Noxtua, Europe’s first sovereign Legal AI.",122474,early_stage_venture,114942,2017-01-01,,,,4,Raised,series_a,22793545,11854878,5,r_00001000,xain-group,Xayn,"Jun 5, 2018",Seed Round - Xayn,https://www.crunchbase.com/funding_round/xain-group-seed--5f08a029,1,,Earlybird Venture Capital
Xayn,xain-group,"Artificial Intelligence (AI), Cyber Security, Legal Tech, Machine Learning, Privacy, Software",Berlin,"Xayn develops Noxtua, Europe’s first sovereign Legal AI.",122474,early_stage_venture,114942,2017-01-01,,,,4,Raised,series_a,22793545,11854878,5,r_00001000,xain-group,Xayn,"Jan 1, 2017",Non Equity Assistance - Xayn,https://www.crunchbase.com/funding_round/xain-group-non-equity-assistance--f85b3ba7,1,,
racksnet,racksnet,"Artificial Intelligence (AI), Information Technology, Internet, SaaS, Software",Eschborn,"SaaS, Software Defined Networking; Network Automation (multi-vendor)",122626,early_stage_venture,115090,2017-09-06,,,,1,Raised,series_a,1000000,1000000,3,r_00001000,racksnet,racksnet,"Aug 15, 2019",Series A - racksnet,https://www.crunchbase.com/funding_round/racksnet-series-a--af2e8b15,3,,Hessen Kapital
Pravoved.ru,pravoved-ru,"Artificial Intelligence (AI), Consulting, Legal, Legal Tech, Machine Learning, Marketplace, Professional Services, Software",Saint Petersburg,Pravoved is a legal tech company that provides legal service for individuals and creates innovative technologies for business,123329,early_stage_venture,115774,2011-01-01,,,,2,Raised,series_a,1000000,1000000,2,,pravoved-ru,Pravoved.ru,"Mar 16, 2018",Series A - Pravoved.ru,https://www.crunchbase.com/funding_round/pravoved-ru-series-a--3a6df481,2,,AddVenture
Pravoved.ru,pravoved-ru,"Artificial Intelligence (AI), Consulting, Legal, Legal Tech, Machine Learning, Marketplace, Professional Services, Software",Saint Petersburg,Pravoved is a legal tech company that provides legal service for individuals and creates innovative technologies for business,123329,early_stage_venture,115774,2011-01-01,,,,2,Raised,series_a,1000000,1000000,2,,pravoved-ru,Pravoved.ru,"Aug 24, 2017",Seed Round - Pravoved.ru,https://www.crunchbase.com/funding_round/pravoved-ru-seed--1e7dc4ae,1,,AddVenture
DEEP SKIN AI,deep-skin-ai,"Artificial Intelligence (AI), Beauty, Health Care, Machine Learning, Software",Berlin,We make finding makeup and skincare easier than ever with Deep Learning.,123587,,116019,2021-01-01,,,,1,Raised,non_equity_assistance,127816,127816,,,deep-skin-ai,DEEP SKIN AI,"Jun 1, 2022",Non Equity Assistance - DEEP SKIN AI,https://www.crunchbase.com/funding_round/deep-skin-ai-non-equity-assistance--e081f39f,,,
EuroLeaps,euroleaps,"Artificial Intelligence (AI), Enterprise Software",Munich,EuroLeaps provides enterprise search AI solutions based on Large Language Models (LLMs).,123928,seed,116346,2023-06-01,,,,1,Raised,pre_seed,200000,200000,,,euroleaps,EuroLeaps,"Jun 1, 2023",Pre Seed Round - EuroLeaps,https://www.crunchbase.com/funding_round/euroleaps-pre-seed--2b161027,,,
heronOS,heronos,"Artificial Intelligence (AI), Information Technology, Natural Language Processing",Berlin,HeronOS is an information technology company.,124127,seed,116536,2020-05-27,,,,1,Raised,pre_seed,301218,301218,1,r_00000000,heronos,heronOS,"Mar 1, 2021",Pre Seed Round - heronOS,https://www.crunchbase.com/funding_round/heronos-pre-seed--ff6d3bc1,1,,
Wegesrand,wegesrand,"Artificial Intelligence (AI), Management Consulting",Mönchengladbach,"Wegesrand is a global advisor that helps organizations and companies thrive in digitization, the internet of things, and AI.",125142,,117513,2013-01-01,,,,1,Raised,grant,303773,303773,,r_00000000,wegesrand,Wegesrand,"Oct 18, 2023",Grant - Wegesrand,https://www.crunchbase.com/funding_round/wegesrand-grant--cfa1a16a,,,
savedroid,savedroid,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Machine Learning, Mobile Apps",Frankfurt,savedroid exists to bring personal piggy bank savings into the modern world.,125480,,117840,2015-09-01,,,,4,Raised,series_unknown,3108602,1840676,10,r_00001000,savedroid,savedroid,"Jan 16, 2018",Venture Round - savedroid,https://www.crunchbase.com/funding_round/savedroid-series-unknown--e832aa1e,3,,
savedroid,savedroid,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Machine Learning, Mobile Apps",Frankfurt,savedroid exists to bring personal piggy bank savings into the modern world.,125480,,117840,2015-09-01,,,,4,Raised,series_unknown,3108602,1840676,10,r_00001000,savedroid,savedroid,"Apr 3, 2017",Venture Round - savedroid,https://www.crunchbase.com/funding_round/savedroid-series-unknown--408654d4,3,,
savedroid,savedroid,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Machine Learning, Mobile Apps",Frankfurt,savedroid exists to bring personal piggy bank savings into the modern world.,125480,,117840,2015-09-01,,,,4,Raised,series_unknown,3108602,1840676,10,r_00001000,savedroid,savedroid,"Jun 20, 2016",Seed Round - savedroid,https://www.crunchbase.com/funding_round/savedroid-seed--6891dbca,4,,
savedroid,savedroid,"Artificial Intelligence (AI), Finance, Financial Services, FinTech, Machine Learning, Mobile Apps",Frankfurt,savedroid exists to bring personal piggy bank savings into the modern world.,125480,,117840,2015-09-01,,,,4,Raised,series_unknown,3108602,1840676,10,r_00001000,savedroid,savedroid,"Dec 16, 2015",Angel Round - savedroid,https://www.crunchbase.com/funding_round/savedroid-angel--fff9b5bf,3,,
Doctis,doctis,"Artificial Intelligence (AI), Health Care, Home Health Care, Software, Telehealth",Moscow,Doctis is developing a universal telemedicine platform using predictive medical technologies and artificial intelligence.,126737,,119042,2016-01-01,,,,1,Raised,series_unknown,4000000,4000000,2,r_00010000,doctis,Doctis,"Mar 30, 2018",Venture Round - Doctis,https://www.crunchbase.com/funding_round/doctis-series-unknown--47da37ec,2,,Russian Direct Investment Fund
SONAH GmbH,sonah,"Apps, Artificial Intelligence (AI), Computer Vision, Embedded Systems, Information Technology, Internet, Machine Learning, Parking, Smart Cities, Software",Aachen,SONAH developed a flexible embedded vision sensor that we install at building or streetlights to solve urban problems.,127481,seed,119752,2016-01-01,,,,3,Raised,non_equity_assistance,71890,,2,,sonah,SONAH GmbH,"Jul 31, 2023",Non Equity Assistance - SONAH GmbH,https://www.crunchbase.com/funding_round/sonah-non-equity-assistance--b45ea452,1,,
SONAH GmbH,sonah,"Apps, Artificial Intelligence (AI), Computer Vision, Embedded Systems, Information Technology, Internet, Machine Learning, Parking, Smart Cities, Software",Aachen,SONAH developed a flexible embedded vision sensor that we install at building or streetlights to solve urban problems.,127481,seed,119752,2016-01-01,,,,3,Raised,non_equity_assistance,71890,,2,,sonah,SONAH GmbH,"Aug 24, 2021",Seed Round - SONAH GmbH,https://www.crunchbase.com/funding_round/sonah-seed--b18ac11e,1,,
SONAH GmbH,sonah,"Apps, Artificial Intelligence (AI), Computer Vision, Embedded Systems, Information Technology, Internet, Machine Learning, Parking, Smart Cities, Software",Aachen,SONAH developed a flexible embedded vision sensor that we install at building or streetlights to solve urban problems.,127481,seed,119752,2016-01-01,,,,3,Raised,non_equity_assistance,71890,,2,,sonah,SONAH GmbH,"Dec 3, 2020",Seed Round - SONAH GmbH,https://www.crunchbase.com/funding_round/sonah-seed--a9fe4aa8,1,,
Geosplit,geosplit,"Artificial Intelligence (AI), CRM, Energy, Information Technology, Machine Learning, Oil and Gas",Moscow,Geosplit is a high-technology oilfield service company.,127807,early_stage_venture,120071,2013-01-01,,,,2,Raised,series_b,6500000,5000000,1,r_00001000,geosplit,Geosplit,"Oct 2, 2019",Series B - Geosplit,https://www.crunchbase.com/funding_round/geosplit-series-b--e0a13d5a,1,,Rusnano Sistema Sicar
Geosplit,geosplit,"Artificial Intelligence (AI), CRM, Energy, Information Technology, Machine Learning, Oil and Gas",Moscow,Geosplit is a high-technology oilfield service company.,127807,early_stage_venture,120071,2013-01-01,,,,2,Raised,series_b,6500000,5000000,1,r_00001000,geosplit,Geosplit,"Dec 26, 2017",Venture Round - Geosplit,https://www.crunchbase.com/funding_round/geosplit-series-unknown--0c77a96d,1,,Rusnano Sistema Sicar
ama,ama-538c,"Artificial Intelligence (AI), Human Resources, Recruiting, Software",Berlin,"Discover and hire the right people, fast.",128023,,120277,2024-07-01,,,,1,Raised,convertible_note,536835,536835,1,,ama-538c,ama,"Jul 1, 2024",Convertible Note - ama,https://www.crunchbase.com/funding_round/ama-538c-convertible-note--d67e2874,1,,
QAI,qai-5b4f,"Artificial Intelligence (AI), Machine Learning, SaaS, Software",Berlin,QAI is a mobile application testing platform that creates and maintains an E2E test suite without writing a single line of code.,129282,seed,121495,,,,,1,Raised,pre_seed,112026,112026,1,,qai-5b4f,QAI,"Aug 23, 2024",Pre Seed Round - QAI,https://www.crunchbase.com/funding_round/qai-5b4f-pre-seed--9739c88a,1,,
Visitech,visitech-4592,"Artificial Intelligence (AI), SaaS",Yuzhno-sakhalinsk,"""Visitech"" is a SaaS provider that offers health and safety solutions based on artificial intelligence.",129414,early_stage_venture,121624,2015-03-25,,,,2,Raised,series_a,1675394,1575394,2,,visitech-4592,Visitech,"Jul 4, 2019",Series A - Visitech,https://www.crunchbase.com/funding_round/visitech-4592-series-a--f00f95a5,1,,Vostok Ventures
Visitech,visitech-4592,"Artificial Intelligence (AI), SaaS",Yuzhno-sakhalinsk,"""Visitech"" is a SaaS provider that offers health and safety solutions based on artificial intelligence.",129414,early_stage_venture,121624,2015-03-25,,,,2,Raised,series_a,1675394,1575394,2,,visitech-4592,Visitech,"Feb 4, 2016",Pre Seed Round - Visitech,https://www.crunchbase.com/funding_round/visitech-4592-pre-seed--deaddbe4,1,,
AutoFAQ,autofaq,"Artificial Intelligence (AI), InsurTech, Machine Learning, Service Industry",Moscow,AutoFAQ is an IT company that provides an omnichannel platform of robotic support for customers through artificial intelligence.,130003,seed,122189,2018-08-31,,,,1,Raised,seed,1000000,1000000,,r_00001000,autofaq,AutoFAQ,"Aug 31, 2018",Seed Round - AutoFAQ,https://www.crunchbase.com/funding_round/autofaq-seed--c2c5b36d,,,
Greple,greple,"Artificial Intelligence (AI), Human Resources, Psychology",Fürth,Greple analyzes data with artificial intelligence applications that enable companies to make better HR decisions faster.,130154,seed,122334,2018-07-06,,,,1,Raised,seed,544709,544709,,r_00000000,greple,Greple,"Sep 1, 2021",Seed Round - Greple,https://www.crunchbase.com/funding_round/greple-seed--3a3198c5,,,
MountLytics,mapcase-media,"Artificial Intelligence (AI), CRM, Hotel, Information Technology, Tourism, Travel",Eschborn,MountLytics is a travelTech startup based in Leipzig and Eschborn.,130170,seed,122350,2015-02-01,,,,2,Raised,seed,2488856,1050076,2,r_00001000,mapcase-media,MountLytics,"Feb 13, 2018",Seed Round - MountLytics,https://www.crunchbase.com/funding_round/mapcase-media-seed--24e9a348,2,,TGFS - Technologiegründerfonds Sachsen
MountLytics,mapcase-media,"Artificial Intelligence (AI), CRM, Hotel, Information Technology, Tourism, Travel",Eschborn,MountLytics is a travelTech startup based in Leipzig and Eschborn.,130170,seed,122350,2015-02-01,,,,2,Raised,seed,2488856,1050076,2,r_00001000,mapcase-media,MountLytics,"Feb 9, 2017",Seed Round - MountLytics,https://www.crunchbase.com/funding_round/mapcase-media-seed--196e2a40,2,,TGFS - Technologiegründerfonds Sachsen
Pxio,pxio,"Artificial Intelligence (AI), Collaboration, Data Visualization, Software, Video, Video Streaming",Saarbrücken,Pxio develops software infrastructure to form a single display surface.,131238,seed,123358,2016-10-07,,,,6,Raised,debt_financing,2879328,1055599,3,r_00000000,pxio,Pxio,"Jun 25, 2022",Debt Financing - Pxio,https://www.crunchbase.com/funding_round/pxio-debt-financing--b667331d,,,
Pxio,pxio,"Artificial Intelligence (AI), Collaboration, Data Visualization, Software, Video, Video Streaming",Saarbrücken,Pxio develops software infrastructure to form a single display surface.,131238,seed,123358,2016-10-07,,,,6,Raised,debt_financing,2879328,1055599,3,r_00000000,pxio,Pxio,"Sep 24, 2019",Debt Financing - Pxio,https://www.crunchbase.com/funding_round/pxio-debt-financing--941d357c,,,
Pxio,pxio,"Artificial Intelligence (AI), Collaboration, Data Visualization, Software, Video, Video Streaming",Saarbrücken,Pxio develops software infrastructure to form a single display surface.,131238,seed,123358,2016-10-07,,,,6,Raised,debt_financing,2879328,1055599,3,r_00000000,pxio,Pxio,"Jun 24, 2019",Seed Round - Pxio,https://www.crunchbase.com/funding_round/pxio-seed--32a21361,2,,Investitions- und Strukturbank Rheinland-Pfalz
Pxio,pxio,"Artificial Intelligence (AI), Collaboration, Data Visualization, Software, Video, Video Streaming",Saarbrücken,Pxio develops software infrastructure to form a single display surface.,131238,seed,123358,2016-10-07,,,,6,Raised,debt_financing,2879328,1055599,3,r_00000000,pxio,Pxio,"Jan 1, 2019",Grant - Pxio,https://www.crunchbase.com/funding_round/pxio-grant--0508d7f5,1,,
Pxio,pxio,"Artificial Intelligence (AI), Collaboration, Data Visualization, Software, Video, Video Streaming",Saarbrücken,Pxio develops software infrastructure to form a single display surface.,131238,seed,123358,2016-10-07,,,,6,Raised,debt_financing,2879328,1055599,3,r_00000000,pxio,Pxio,"Jan 20, 2018",Angel Round - Pxio,https://www.crunchbase.com/funding_round/pxio-angel--f593f9bc,,,
Pxio,pxio,"Artificial Intelligence (AI), Collaboration, Data Visualization, Software, Video, Video Streaming",Saarbrücken,Pxio develops software infrastructure to form a single display surface.,131238,seed,123358,2016-10-07,,,,6,Raised,debt_financing,2879328,1055599,3,r_00000000,pxio,Pxio,"Jun 9, 2017",Pre Seed Round - Pxio,https://www.crunchbase.com/funding_round/pxio-pre-seed--1d296a40,1,,Saarländische Wagnisfinanzierungsgesellschaft
Dbrain,dbrain,"Artificial Intelligence (AI), Computer Vision, Document Management, Image Recognition, Information Technology, Machine Learning, Natural Language Processing",Moscow,At dbrain.io we're merging AI with humans to eliminate paperwork and help companies focus on core tasks.,131776,seed,123879,2018-01-01,,,,4,Raised,pre_seed,2750000,50000,5,r_00000000,dbrain,Dbrain,"Aug 31, 2020",Pre Seed Round - Dbrain,https://www.crunchbase.com/funding_round/dbrain-pre-seed--1a445b61,1,,
Dbrain,dbrain,"Artificial Intelligence (AI), Computer Vision, Document Management, Image Recognition, Information Technology, Machine Learning, Natural Language Processing",Moscow,At dbrain.io we're merging AI with humans to eliminate paperwork and help companies focus on core tasks.,131776,seed,123879,2018-01-01,,,,4,Raised,pre_seed,2750000,50000,5,r_00000000,dbrain,Dbrain,"Aug 24, 2020",Seed Round - Dbrain,https://www.crunchbase.com/funding_round/dbrain-seed--de610e4f,1,,Y Combinator
Dbrain,dbrain,"Artificial Intelligence (AI), Computer Vision, Document Management, Image Recognition, Information Technology, Machine Learning, Natural Language Processing",Moscow,At dbrain.io we're merging AI with humans to eliminate paperwork and help companies focus on core tasks.,131776,seed,123879,2018-01-01,,,,4,Raised,pre_seed,2750000,50000,5,r_00000000,dbrain,Dbrain,"Jan 23, 2020",Seed Round - Dbrain,https://www.crunchbase.com/funding_round/dbrain-seed--6c9c5407,1,,
Dbrain,dbrain,"Artificial Intelligence (AI), Computer Vision, Document Management, Image Recognition, Information Technology, Machine Learning, Natural Language Processing",Moscow,At dbrain.io we're merging AI with humans to eliminate paperwork and help companies focus on core tasks.,131776,seed,123879,2018-01-01,,,,4,Raised,pre_seed,2750000,50000,5,r_00000000,dbrain,Dbrain,"Feb 13, 2018",Seed Round - Dbrain,https://www.crunchbase.com/funding_round/dbrain-seed--b1040718,3,,
